% Model:              Test1_updated.mph
% Version:            COMSOL 6.2.0.415
% Date:               Aug 4 2024, 11:00
% Dimension:          1
% Nodes:              1022
% Expressions:        1
% Description:        Function
% t                       int1(t)
4.035830548926014E-7      1.1081595131264912
4.0848983975451755E-7     1.1754806014319807
4.133966246164337E-7      1.2363820692124108
4.1830340947834985E-7     1.2944293341288786
4.23210194340266E-7       1.3451573559495402
4.2811697920218194E-7     1.3920171513808375
4.330237640640981E-7      1.4308034967609946
4.3793054892601425E-7     1.464562176610978
4.428373337879304E-7      1.4898656017729284
4.4774411864984656E-7     1.5090020627344016
4.526509035117627E-7      1.5195761053528811
4.5755768837367886E-7     1.522863651210365
4.6E-7                    1.5245
4.65735663143539E-7       1.5087842829867033
4.7064244800545513E-7     1.4931039734060692
4.755492328673713E-7      1.4625837715649506
4.8E-7                    1.4349
4.853628025912036E-7      1.382880814865325
4.9E-7                    1.3379
4.951763723150357E-7      1.270193050119333
5.0E-7                    1.2071
5.04989942038868E-7       1.1259635424480063
5.098967269007841E-7      1.0461792205932496
5.148035117627003E-7      0.9524887321854758
5.197102966246164E-7      0.858499268155472
5.246170814865328E-7      0.7528470562904822
5.295238663484487E-7      0.6464630536992829
5.360662461643369E-7      0.492024189873849
5.42608625980225E-7       0.3325169815547229
5.491510057961134E-7      0.16685738223661428
5.556933856120015E-7      -0.004472829151042412
5.622357654278894E-7      -0.17752505881349728
5.687781452437778E-7      -0.35226548131605895
5.753205250596659E-7      -0.5257449393794755
5.818629048755542E-7      -0.6973159535288163
5.884052846914424E-7      -0.864820503955
5.949476645073305E-7      -1.024962929594276
6.014900443232188E-7      -1.179640576883744
6.080324241391066E-7      -1.323834628025909
6.145748039549947E-7      -1.4559969447664471
6.21117183770883E-7       -1.5795100954653933
6.276595635867712E-7      -1.68615088646437
6.342019434026595E-7      -1.778042856120015
6.407443232185476E-7      -1.8588616928060013
6.472867030344358E-7      -1.9174159921582
6.538290828503241E-7      -1.9604242151380848
6.6E-7                    -1.9906
6.669138424821004E-7      -1.9955088281622912
6.7E-7                    -1.9977
6.767274122059325E-7      -1.974086783157177
6.832697920218206E-7      -1.9377168827139446
6.898121718377088E-7      -1.887929372315036
6.963545516535971E-7      -1.813104928400953
7.028969314694852E-7      -1.7270535496079085
7.1E-7                    -1.6193
7.176172860552337E-7      -1.478913418002043
7.25795260825094E-7       -1.312024565291505
7.339732355949543E-7      -1.1295044549948774
7.421512103648142E-7      -0.9338332790658019
7.5E-7                    -0.73624
7.585071599045345E-7      -0.5129015310262575
7.666851346743948E-7      -0.2952169041936601
7.748631094442551E-7      -0.07776124890896581
7.830410842141154E-7      0.1366585161438846
7.912190589839758E-7      0.3453006766109873
7.993970337538361E-7      0.5443444045346175
8.075750085236956E-7      0.7288971411523975
8.157529832935559E-7      0.8985870441527413
8.239309580634162E-7      1.0515544052165007
8.321089328332765E-7      1.1861835782475287
8.4E-7                    1.298
8.484648823729972E-7      1.3897593249232896
8.566428571428575E-7      1.455490714285717
8.648208319127174E-7      1.4990530361404706
8.729988066825773E-7      1.5205494630071599
8.8E-7                    1.5237
8.89354756222298E-7       1.4971324923286737
8.991683259461303E-7      1.4410235103989084
9.089818956699626E-7      1.3579575076713253
9.187954653937949E-7      1.2512944248210005
9.286090351176272E-7      1.1247772785543784
9.384226048414591E-7      0.9825950601772954
9.482361745652914E-7      0.8289866481077417
9.580497442891237E-7      0.6683760648823731
9.67863314012956E-7       0.5051249654619847
9.776768837367883E-7      0.3434071846232515
9.874904534606206E-7      0.18711805847255275
9.97304023184453E-7       0.03977644193658317
1.0071175929082848E-6     -0.09556080238663045
1.016931162632117E-6      -0.21638041486532333
1.0267447323559494E-6     -0.3207201574156135
1.0365583020797817E-6     -0.4072359357313322
1.046371871803614E-6      -0.4751932237981591
1.0561854415274463E-6     -0.5244373985680193
1.0676346062052506E-6     -0.5593386508353223
1.0790837708830549E-6     -0.5711288751789977
1.08E-6                   -0.57174
1.0905329355608592E-6     -0.5612346553699283
1.1019821002386635E-6     -0.5323903090692127
1.1134312649164682E-6     -0.4893927281622895
1.1248804295942725E-6     -0.43582478711217004
1.1363295942720763E-6     -0.375326108114559
1.1477787589498806E-6     -0.3114111357995231
1.1592279236276849E-6     -0.24737050238663472
1.1706770883054896E-6     -0.1863660171837693
1.1821262529832939E-6     -0.1311336165393778
1.1935754176610982E-6     -0.0831605804295931
1.205024582338902E-6      -0.04354731589498843
1.2164737470167063E-6     -0.012786005966587403
1.227922911694511E-6      0.009197113899761737
1.24E-6                   0.023669
1.2524568360040916E-6     0.02936683899079442
1.26E-6                   0.030094
1.2720839754517558E-6     0.026652612430958088
1.2851687350835325E-6     0.019850895680190772
1.2982534947153087E-6     0.012022968036140386
1.311338254347085E-6      0.005208282218888461
1.3244230139788617E-6     0.001135492001738757
1.3375077736106375E-6     5.366737277903234E-5
1.3433E-6                 0
1.3571349130583021E-6     0
1.3702196726900784E-6     0
1.3833E-6                 0
1.396389191953631E-6      0
1.4094739515854076E-6     0
1.4233E-6                 0
1.4372790658029321E-6     0
1.4519994203886808E-6     0
1.466719774974429E-6      0
1.4814401295601773E-6     0
1.496160484145926E-6      0
1.5108808387316742E-6     0
1.5256011933174229E-6     0
1.5403215479031707E-6     0
1.5550419024889194E-6     0
1.5697622570746676E-6     0
1.5844826116604163E-6     0
1.5992029662461641E-6     0
1.6139233208319128E-6     0
1.6286436754176615E-6     0
1.6433E-6                 0
1.658084384589158E-6      0
1.6728047391749062E-6     0
1.6875250937606549E-6     0
1.7022454483464031E-6     0
1.7169658029321518E-6     0
1.7316861575178996E-6     0
1.7464065121036483E-6     0
1.7611268666893965E-6     0
1.7758472212751452E-6     0
1.7905675758608934E-6     0
1.8052879304466417E-6     0
1.8200082850323904E-6     0
1.8347286396181386E-6     0
1.8494489942038873E-6     0
1.864169348789635E-6      0
1.8788897033753838E-6     0
1.8933E-6                 0
1.9083304125468807E-6     0
1.9230507671326285E-6     0
1.937771121718377E-6      0
1.952491476304126E-6      0
1.967211830889874E-6      0
1.9819321854756228E-6     0
1.9966525400613706E-6     0
2.0113728946471193E-6     0
2.0260932492328675E-6     0
2.040813603818616E-6      0
2.055533958404364E-6      0
2.0702543129901127E-6     0
2.084974667575861E-6      0
2.0996950221616096E-6     0
2.114415376747358E-6      0
2.129135731333106E-6      0
2.1438560859188547E-6     0
2.158576440504603E-6      0
2.1732967950903517E-6     0
2.1880171496760995E-6     0
2.202737504261848E-6      0
2.2174578588475964E-6     0
2.232178213433345E-6      0
2.2468985680190933E-6     0
2.2616189226048416E-6     0
2.27633927719059E-6       0
2.2910596317763385E-6     0
2.305779986362087E-6      0
2.320500340947835E-6      0
2.3352206955335836E-6     0
2.349941050119332E-6      0
2.36466140470508E-6       0
2.379381759290829E-6      0
2.394102113876577E-6      0
2.4088224684623257E-6     0
2.4233E-6                 0
2.438263177633822E-6      0
2.452983532219571E-6      0
2.467703886805319E-6      0
2.482424241391067E-6      0
2.497144595976816E-6      0
2.511864950562564E-6      0
2.526585305148313E-6      0
2.5413056597340608E-6     0
2.556026014319809E-6      0
2.5707463689055577E-6     0
2.585466723491306E-6      0
2.6001870780770546E-6     0
2.614907432662803E-6      0
2.6296277872485507E-6     0
2.6443481418343E-6        0
2.659068496420048E-6      0
2.6737888510057967E-6     0
2.6885092055915445E-6     0
2.703229560177293E-6      0
2.717949914763042E-6      0
2.7326702693487897E-6     0
2.7473906239345375E-6     0
2.762110978520287E-6      0
2.776831333106035E-6      0
2.7915516876917835E-6     0
2.806272042277532E-6      0
2.82099239686328E-6       0
2.8357127514490287E-6     0
2.8504331060347765E-6     0
2.865153460620526E-6      0
2.879873815206274E-6      0
2.8945941697920217E-6     0
2.9093145243777703E-6     0
2.924034878963519E-6      0
2.938755233549267E-6      0
2.9533E-6                 0
2.968195942720764E-6      0
2.982916297306513E-6      0
2.9976366518922607E-6     0
3.0123570064780085E-6     0
3.027077361063758E-6      0
3.041797715649506E-6      0
3.0565180702352545E-6     0
3.0712384248210023E-6     0
3.085958779406751E-6      0
3.1006791339924997E-6     0
3.1153994885782475E-6     0
3.130119843163996E-6      0
3.144840197749745E-6      0
3.1595605523354926E-6     0
3.1742809069212413E-6     0
3.18900126150699E-6       0
3.203721616092738E-6      0
3.2184419706784865E-6     0
3.2331623252642343E-6     0
3.247882679849984E-6      0
3.2626030344357316E-6     0
3.2773233890214795E-6     0
3.292043743607228E-6      0
3.306764098192977E-6      0
3.3214844527787255E-6     0
3.3362048073644733E-6     0
3.350925161950222E-6      0
3.3656455165359706E-6     0
3.3803658711217185E-6     0
3.395086225707467E-6      0
3.409806580293216E-6      0
3.4245269348789636E-6     0
3.4392472894647123E-6     0
3.45396764405046E-6       0
3.4686879986362088E-6     0
3.4833E-6                 0
3.4981287078077053E-6     0
3.512849062393455E-6      0
3.5275694169792026E-6     0
3.5422897715649504E-6     0
3.557010126150699E-6      0
3.5717304807364478E-6     0
3.5864508353221965E-6     0
3.6011711899079443E-6     0
3.615891544493692E-6      0
3.6306118990794416E-6     0
3.6453322536651894E-6     0
3.660052608250938E-6      0
3.6747729628366868E-6     0
3.6894933174224346E-6     0
3.7042136720081833E-6     0
3.718934026593931E-6      0
3.7336543811796798E-6     0
3.7483747357654284E-6     0
3.7630950903511763E-6     0
3.777815444936925E-6      0
3.7925357995226736E-6     0
3.8072561541084214E-6     0
3.8219765086941705E-6     0
3.836696863279919E-6      0
3.851417217865668E-6      0
3.866137572451415E-6      0
3.8808579270371635E-6     0
3.895578281622912E-6      0
3.910298636208661E-6      0
3.925018990794408E-6      0
3.9397393453801565E-6     0
3.954459699965905E-6      0
3.969180054551654E-6      0
3.9839004091374025E-6     0
3.998620763723151E-6      0
4.0133E-6                 0
4.028061472894647E-6      0
4.0427818274803955E-6     0
4.057502182066144E-6      0
4.072222536651893E-6      0
4.0869428912376415E-6     0
4.1016632458233885E-6     0
4.116383600409139E-6      0
4.131103954994886E-6      0
4.1458243095806345E-6     0
4.160544664166383E-6      0
4.175265018752132E-6      0
4.189985373337879E-6      0
4.2047057279236275E-6     0
4.219426082509376E-6      0
4.234146437095125E-6      0
4.2488667916808735E-6     0
4.2633E-6                 0
4.278307500852371E-6      0
4.293027855438118E-6      0
4.3077482100238665E-6     0
4.322468564609615E-6      0
4.337188919195364E-6      0
4.3519092737811125E-6     0
4.3666296283668594E-6     0
4.38134998295261E-6       0
4.396070337538357E-6      0
4.4107906921241055E-6     0
4.425511046709854E-6      0
4.440231401295603E-6      0
4.45495175588135E-6       0
4.4696721104670984E-6     0
4.484392465052847E-6      0
4.499112819638596E-6      0
4.5138331742243445E-6     0
4.5285535288100914E-6     0
4.543273883395842E-6      0
4.557994237981589E-6      0
4.5727145925673374E-6     0
4.587434947153086E-6      0
4.602155301738835E-6      0
4.6168756563245834E-6     0
4.63159601091033E-6       0
4.646316365496079E-6      0
4.661036720081828E-6      0
4.6757570746675764E-6     0
4.690477429253325E-6      0
4.705197783839074E-6      0
4.719918138424821E-6      0
4.734638493010569E-6      0
4.749358847596318E-6      0
4.764079202182067E-6      0
4.7787995567678154E-6     0
4.7933E-6                 0
4.808240265939311E-6      0
4.82296062052506E-6       0
4.837680975110808E-6      0
4.852401329696557E-6      0
4.867121684282306E-6      0
4.8818420388680544E-6     0
4.896562393453801E-6      0
4.91128274803955E-6       0
4.926003102625299E-6      0
4.940723457211047E-6      0
4.955443811796796E-6      0
4.970164166382543E-6      0
4.984884520968292E-6      0
4.99960487555404E-6       0
5.014325230139789E-6      0
5.029045584725538E-6      0
5.043765939311286E-6      0
5.058486293897033E-6      0
5.073206648482782E-6      0
5.087927003068531E-6      0
5.102647357654279E-6      0
5.117367712240028E-6      0
5.132088066825775E-6      0
5.146808421411525E-6      0
5.161528775997272E-6      0
5.176249130583021E-6      0
5.19096948516877E-6       0
5.205689839754518E-6      0
5.220410194340267E-6      0
5.235130548926014E-6      0
5.249850903511763E-6      0
5.264571258097511E-6      0
5.27929161268326E-6       0
5.294011967269009E-6      0
5.308732321854757E-6      0
5.3233E-6                 0
5.338173031026253E-6      0
5.352893385612002E-6      0
5.36761374019775E-6       0
5.382334094783499E-6      0
5.397054449369246E-6      0
5.411774803954996E-6      0
5.426495158540743E-6      0
5.441215513126492E-6      0
5.455935867712241E-6      0
5.470656222297989E-6      0
5.485376576883738E-6      0
5.500096931469485E-6      0
5.514817286055234E-6      0
5.529537640640982E-6      0
5.544257995226731E-6      0
5.55897834981248E-6       0
5.573698704398228E-6      0
5.588419058983975E-6      0
5.603139413569724E-6      0
5.617859768155473E-6      0
5.632580122741221E-6      0
5.64730047732697E-6       0
5.662020831912717E-6      0
5.676741186498466E-6      0
5.691461541084214E-6      0
5.706181895669963E-6      0
5.720902250255712E-6      0
5.73562260484146E-6       0
5.750342959427209E-6      0
5.765063314012956E-6      0
5.779783668598705E-6      0
5.794504023184453E-6      0
5.809224377770202E-6      0
5.823944732355951E-6      0
5.838665086941698E-6      0
5.8533E-6                 0
5.868105796113195E-6      0
5.882826150698944E-6      0
5.897546505284692E-6      0
5.912266859870441E-6      0
5.926987214456188E-6      0
5.941707569041937E-6      0
5.956427923627687E-6      0
5.971148278213434E-6      0
5.985868632799183E-6      0
6.000588987384931E-6      0
6.015309341970678E-6      0
6.030029696556427E-6      0
6.044750051142176E-6      0
6.059470405727924E-6      0
6.074190760313673E-6      0
6.08891111489942E-6       0
6.103631469485169E-6      0
6.118351824070919E-6      0
6.133072178656666E-6      0
6.147792533242415E-6      0
6.162512887828163E-6      0
6.17723324241391E-6       0
6.191953596999661E-6      0
6.206673951585408E-6      0
6.221394306171156E-6      0
6.236114660756905E-6      0
6.250835015342652E-6      0
6.265555369928402E-6      0
6.280275724514151E-6      0
6.294996079099898E-6      0
6.309716433685647E-6      0
6.324436788271395E-6      0
6.339157142857144E-6      0
6.353877497442893E-6      0
6.36859785202864E-6       0
6.3833E-6                 0
6.398038561200137E-6      0
6.412758915785886E-6      0
6.427479270371634E-6      0
6.442199624957381E-6      0
6.45691997954313E-6       0
6.471640334128879E-6      0
6.4863606887146256E-6     0
6.501081043300376E-6      0
6.515801397886123E-6      0
6.530521752471872E-6      0
6.54524210705762E-6       0
6.559962461643367E-6      0
6.574682816229118E-6      0
6.589403170814866E-6      0
6.604123525400613E-6      0
6.618843879986362E-6      0
6.6333E-6                 0
6.648284589157859E-6      0
6.663004943743608E-6      0
6.677725298329355E-6      0
6.6924456529151036E-6     0
6.707166007500852E-6      0
6.721886362086601E-6      0
6.7366067166723496E-6     0
6.751327071258098E-6      0
6.766047425843845E-6      0
6.780767780429594E-6      0
6.795488135015344E-6      0
6.810208489601091E-6      0
6.82492884418684E-6       0
6.8396491987725886E-6     0
6.8543695533583355E-6     0
6.869089907944086E-6      0
6.883810262529833E-6      0
6.8985306171155816E-6     0
6.91325097170133E-6       0
6.927971326287077E-6      0
6.9426916808728276E-6     0
6.957412035458576E-6      0
6.972132390044323E-6      0
6.986852744630072E-6      0
7.0015730992158206E-6     0
7.0162934538015675E-6     0
7.031013808387318E-6      0
7.045734162973065E-6      0
7.0604545175588135E-6     0
7.075174872144562E-6      0
7.089895226730309E-6      0
7.1046155813160595E-6     0
7.119335935901808E-6      0
7.134056290487555E-6      0
7.148776645073304E-6      0
7.1633E-6                 0
7.178217354244801E-6      0
7.19293770883055E-6       0
7.207658063416297E-6      0
7.2223784180020455E-6     0
7.237098772587794E-6      0
7.251819127173543E-6      0
7.2665394817592915E-6     0
7.28125983634504E-6       0
7.295980190930787E-6      0
7.310700545516536E-6      0
7.3254209001022845E-6     0
7.340141254688033E-6      0
7.354861609273782E-6      0
7.369581963859529E-6      0
7.3843023184452775E-6     0
7.399022673031028E-6      0
7.413743027616775E-6      0
7.4284633822025235E-6     0
7.443183736788272E-6      0
7.457904091374019E-6      0
7.472624445959768E-6      0
7.4873448005455165E-6     0
7.502065155131265E-6      0
7.516785509717014E-6      0
7.531505864302761E-6      0
7.5462262188885095E-6     0
7.56094657347426E-6       0
7.575666928060007E-6      0
7.5903872826457555E-6     0
7.605107637231504E-6      0
7.619827991817251E-6      0
7.634548346403002E-6      0
7.649268700988748E-6      0
7.663989055574497E-6      0
7.678709410160246E-6      0
7.6933E-6                 0
7.708150119331743E-6      0
7.722870473917492E-6      0
7.737590828503239E-6      0
7.752311183088987E-6      0
7.767031537674736E-6      0
7.781751892260485E-6      0
7.796472246846233E-6      0
7.81119260143198E-6       0
7.825912956017729E-6      0
7.840633310603478E-6      0
7.855353665189226E-6      0
7.870074019774975E-6      0
7.884794374360724E-6      0
7.89951472894647E-6       0
7.91423508353222E-6       0
7.92895543811797E-6       0
7.943675792703717E-6      0
7.958396147289465E-6      0
7.973116501875212E-6      0
7.987836856460961E-6      0
8.00255721104671E-6       0
8.017277565632458E-6      0
8.031997920218207E-6      0
8.046718274803956E-6      0
8.061438629389703E-6      0
8.076158983975451E-6      0
8.090879338561202E-6      0
8.105599693146949E-6      0
8.120320047732697E-6      0
8.135040402318444E-6      0
8.149760756904193E-6      0
8.164481111489943E-6      0
8.17920146607569E-6       0
8.193921820661439E-6      0
8.208642175247188E-6      0
8.2233E-6                 0
8.238082884418685E-6      0
8.252803239004434E-6      0
8.26752359359018E-6       0
8.28224394817593E-6       0
8.296964302761676E-6      0
8.311684657347427E-6      0
8.326405011933175E-6      0
8.341125366518922E-6      0
8.355845721104671E-6      0
8.37056607569042E-6       0
8.385286430276168E-6      0
8.400006784861917E-6      0
8.414727139447666E-6      0
8.429447494033413E-6      0
8.444167848619161E-6      0
8.458888203204908E-6      0
8.4733E-6                 0
8.488328912376407E-6      0
8.503049266962154E-6      0
8.517769621547903E-6      0
8.532489976133652E-6      0
8.5472103307194E-6        0
8.561930685305149E-6      0
8.576651039890898E-6      0
8.591371394476645E-6      0
8.606091749062393E-6      0
8.620812103648142E-6      0
8.63553245823389E-6       0
8.65025281281964E-6       0
8.664973167405386E-6      0
8.679693521991135E-6      0
8.694413876576885E-6      0
8.709134231162632E-6      0
8.723854585748381E-6      0
8.73857494033413E-6       0
8.753295294919877E-6      0
8.768015649505627E-6      0
8.782736004091374E-6      0
8.797456358677123E-6      0
8.812176713262871E-6      0
8.826897067848618E-6      0
8.841617422434369E-6      0
8.856337777020117E-6      0
8.871058131605864E-6      0
8.885778486191613E-6      0
8.900498840777362E-6      0
8.91521919536311E-6       0
8.929939549948859E-6      0
8.944659904534606E-6      0
8.959380259120355E-6      0
8.974100613706103E-6      0
8.98882096829185E-6       0
9.0033E-6                 0
9.01826167746335E-6       0
9.032982032049096E-6      0
9.047702386634845E-6      0
9.062422741220594E-6      0
9.077143095806342E-6      0
9.091863450392091E-6      0
9.106583804977838E-6      0
9.121304159563587E-6      0
9.136024514149335E-6      0
9.150744868735084E-6      0
9.165465223320833E-6      0
9.180185577906581E-6      0
9.194905932492328E-6      0
9.209626287078077E-6      0
9.224346641663826E-6      0
9.239066996249574E-6      0
9.253787350835323E-6      0
9.26850770542107E-6       0
9.283228060006819E-6      0
9.297948414592569E-6      0
9.312668769178316E-6      0
9.327389123764065E-6      0
9.342109478349813E-6      0
9.35682983293556E-6       0
9.37155018752131E-6       0
9.386270542107058E-6      0
9.400990896692806E-6      0
9.415711251278555E-6      0
9.430431605864302E-6      0
9.44515196045005E-6       0
9.459872315035801E-6      0
9.474592669621548E-6      0
9.489313024207297E-6      0
9.504033378793045E-6      0
9.518753733378792E-6      0
9.5333E-6                 0
9.54819444255029E-6       0
9.562914797136038E-6      0
9.577635151721787E-6      0
9.592355506307534E-6      0
9.607075860893284E-6      0
9.621796215479033E-6      0
9.63651657006478E-6       0
9.651236924650529E-6      0
9.665957279236277E-6      0
9.680677633822026E-6      0
9.695397988407775E-6      0
9.710118342993522E-6      0
9.72483869757927E-6       0
9.739559052165019E-6      0
9.754279406750768E-6      0
9.768999761336516E-6      0
9.783720115922265E-6      0
9.798440470508012E-6      0
9.81316082509376E-6       0
9.827881179679511E-6      0
9.842601534265258E-6      0
9.857321888851007E-6      0
9.872042243436754E-6      0
9.886762598022502E-6      0
9.901482952608251E-6      0
9.916203307194E-6         0
